22:20:10.497 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/lib/x86_64-linux-gnu/dri/intel-vaapi-driver: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/lib/x86_64-linux-gnu/openh264: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/share/runtime/locale: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/share/runtime/share/themes: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/share/runtime/share/themes/Yaru/gtk-3.0: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/share/runtime/share/themes/Yaru-dark/gtk-3.0: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/ld.so.conf.d/runtime-001-org.freedesktop.Platform.GL.default.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/ld.so.conf.d/runtime-002-org.freedesktop.Platform.openh264.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /proc: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /sys/block: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /sys/bus: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /sys/class: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /sys/dev: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /sys/devices: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/.userns: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/passwd: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/group: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/pkcs11/pkcs11.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/machine-id: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/services: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/fonts: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/xdg: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/rpc: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/slsh.rc: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/man_db.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/wgetrc: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/flatpak-builder: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/xml: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/rc_maps.cfg: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/pulse: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/ld.so.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/issue: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/protocols: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/gtk-3.0: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/pki: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/ssh_config: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/rc_keymaps: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/vdpau_wrapper.cfg: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/e2scrub.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/alsa: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/ld.so.cache: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/xattr.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/profile.d: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/geoclue: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/nsswitch.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/dbus-1: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/moduli: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/bash_completion.d: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/ssl: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/mke2fs.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/issue.net: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /var/cache: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /var/data: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /var/config: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /var/tmp: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/share/zoneinfo: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/timezone: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/monitor: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/pkcs11/modules/p11-kit-trust.module: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/p11-kit/pkcs11: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/ld.so.conf: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /etc/ld.so.cache: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/.flatpak/203765733: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /.flatpak-info: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/container-manager: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/user/1000: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/doc: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev/pts: Drive root
22:20:10.944 |V| JetScheduler                  | JetPool Manager:17 | Thread 'JetPool Manager' started
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev/shm: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev/hugepages: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev/mqueue: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev/shm: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /tmp: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/app/com.unity.UnityHub: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /home: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /home/olaf/.local/share/flatpak: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /home/olaf/.var/app: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /home/olaf/.var/app/com.unity.UnityHub: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /lost+found: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /media: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /media/olaf/SD: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /mnt: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/bare/5: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/blender/3584: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/code/128: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/code/129: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/core/14946: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/core18/2745: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/core20/1879: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/core20/1891: Drive root
22:20:10.944 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/gtk-common-themes/1535: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/rider/371: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/nvim/2801: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/gnome-3-38-2004/140: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/gnome-42-2204/87: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/snapd/19122: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/spotify/67: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/gh/502: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/snapd-desktop-integration/83: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/firefox/2655: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/spotify/64: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/firefox/2681: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/core22/617: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/core22/634: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/snap-store/959: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/snapd/18933: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /snap/gnome-42-2204/102: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /srv: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/usr: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/etc: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/os-release: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /home/olaf/.var/app/com.unity.UnityHub/config/user-dirs.dirs: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /tmp/.X11-unix: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /tmp/.X11-unix/X0: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/Xauthority: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/pulse/config: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/pulse/native: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev/snd: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/bus: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/at-spi-bus: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/flatpak/per-app-dirs-ref: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/systemd/resolve/io.systemd.Resolve: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/systemd/journal/socket: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/systemd/journal/stdout: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/fonts: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/local-fonts: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/fonts-cache: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/user-fonts: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/user-fonts-cache: Drive root
22:20:10.950 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /run/host/font-dirs.xml: Drive root
